Continent,ISO3v10,Country,ProjectRegion,<100K_num_ctry,100-500K_num_ctry,500K-1mil_num_ctry,1-5mil_num_ctry,5mil+_num_ctry,Total_num_ctry,<100K_00p_ctry,100-500K_00p_ctry,500K-1mil_00p_ctry,1-5mil_00p_ctry,5mil+_00p_ctry,Total_00p_ctry,<100K_km_ctry,100-500K_km_ctry,500K-1mil_km_ctry,1-5mil_km_ctry,5mil+_km_ctry,Total_km_ctry,<100K_num_lecz,100-500K_num_lecz,500K-1mil_num_lecz,1-5mil_num_lecz,5mil+_num_lecz,Total_num_lecz,<100K_00p_lecz,100-500K_00p_lecz,500K-1mil_00p_lecz,1-5mil_00p_lecz,5mil+_00p_lecz,Total_00p_lecz,<100K_km_lecz,100-500K_km_lecz,500K-1mil_km_lecz,1-5mil_km_lecz,5mil+_km_lecz,Total_km_lecz
Africa,AGO,Angola,Africa,0,4,0,2,0,6,0,"1,088,308",0,"3,100,470",0,"4,188,778",0,324,0,702,0,"1,025",0,2,0,1,0,3,0,"154,190",0,"245,068",0,"399,258",0,74,0,68,0,142
Africa,BDI,Burundi,Africa,14,1,0,0,0,15,"338,432","225,924",0,0,0,"564,356",427,138,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,BEN,Benin,Africa,32,3,1,0,0,36,"793,090","650,521","966,152",0,0,"2,409,763",935,304,195,0,0,"1,433",3,1,1,0,0,5,"29,402","67,680","919,787",0,0,"1,016,869",34,9,166,0,0,210
Africa,BFA,Burkina Faso,Africa,92,0,1,0,0,93,"680,938",0,"772,535",0,0,"1,453,473","2,629",0,370,0,0,"2,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,BWA,Botswana,Africa,27,1,0,0,0,28,"476,752","136,095",0,0,0,"612,847","1,695",392,0,0,0,"2,086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,CAF,Central African Republic,Africa,30,0,1,0,0,31,"706,231",0,"695,677",0,0,"1,401,908","1,040",0,249,0,0,"1,288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,CIV,Ivory Coast,Africa,57,8,1,1,0,67,"1,861,540","1,240,064","512,550","3,029,364",0,"6,643,518","1,784",800,229,661,0,"3,473",5,1,0,1,0,7,"114,114","40,328",0,"827,199",0,"981,641",60,29,0,151,0,240
Africa,CMR,Cameroon,Africa,97,2,0,2,0,101,"2,569,849","300,495",0,"3,483,283",0,"6,353,627","3,161",196,0,735,0,"4,092",2,0,0,1,0,3,"2,518",0,0,"429,377",0,"431,895",3,0,0,102,0,104
Africa,COD,"Congo, Democratic Republic",Africa,122,23,2,1,0,148,"4,095,808","4,175,562","1,877,382","4,892,491",0,"15,041,243","4,237","1,659",390,575,0,"6,861",1,1,0,0,0,2,"6,059","7,613",0,0,0,"13,672",65,3,0,0,0,68
Africa,COG,Congo,Africa,19,0,2,0,0,21,"501,299",0,"1,429,822",0,0,"1,931,121",656,0,537,0,0,"1,193",0,0,1,0,0,1,0,0,"72,818",0,0,"72,818",0,0,28,0,0,28
Africa,COM,Comoros,SIS,5,0,0,0,0,5,"127,596",0,0,0,0,"127,596",101,0,0,0,0,101,2,0,0,0,0,2,"25,075",0,0,0,0,"25,075",20,0,0,0,0,20
Africa,CPV,Cape Verde,SIS,8,0,0,0,0,8,"207,413",0,0,0,0,"207,413",173,0,0,0,0,173,3,0,0,0,0,3,"23,450",0,0,0,0,"23,450",22,0,0,0,0,22
Africa,DJI,Djibouti,Africa,4,1,0,0,0,5,"34,469","418,787",0,0,0,"453,256",68,88,0,0,0,157,1,1,0,0,0,2,"2,086","233,137",0,0,0,"235,223",2,49,0,0,0,51
Africa,DZA,Algeria,Africa,81,30,3,2,0,116,"3,118,080","6,305,448","2,175,698","5,302,184",0,"16,901,410","9,523","6,861","1,465","3,314",0,"21,163",4,5,1,2,0,12,"18,081","217,482","200,038","556,102",0,"991,703",47,153,233,272,0,705
Africa,EGY,Egypt,Africa,16,30,6,6,2,60,"895,695","7,440,081","4,122,976","14,740,948","32,048,700","59,248,400","1,490","1,897","1,543","4,490","14,504","23,924",15,27,6,5,0,53,"606,739","6,163,156","3,481,423","9,465,460",0,"19,716,778",587,"1,214","1,061","2,215",0,"5,078"
Africa,ERI,Eritrea,Africa,7,2,0,0,0,9,"203,151","387,005",0,0,0,"590,156",192,145,0,0,0,337,2,0,0,0,0,2,"11,054",0,0,0,0,"11,054",26,0,0,0,0,26
Africa,ETH,Ethiopia,Africa,199,7,0,1,0,207,"3,522,975","1,104,759",0,"2,795,904",0,"7,423,638","3,482",430,0,588,0,"4,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,GAB,Gabon,Africa,28,1,0,0,0,29,"457,696","420,458",0,0,0,"878,154",524,281,0,0,0,804,2,1,0,0,0,3,"10,365","49,094",0,0,0,"59,459",6,61,0,0,0,67
Africa,GHA,Ghana,Africa,108,3,0,2,0,113,"2,040,895","548,624",0,"4,172,021",0,"6,761,540","3,320",542,0,"1,284",0,"5,146",14,2,0,1,0,17,"129,249","50,246",0,"240,758",0,"420,253",114,40,0,57,0,210
Africa,GIN,Guinea,Africa,30,5,1,0,0,36,"803,466","855,580","880,874",0,0,"2,539,920",685,169,222,0,0,"1,076",4,0,1,0,0,5,"47,392",0,"380,716",0,0,"428,108",77,0,96,0,0,173
Africa,GMB,Gambia,Africa,18,1,0,0,0,19,"242,454","442,586",0,0,0,"685,040",364,158,0,0,0,522,11,1,0,0,0,12,"74,814","264,059",0,0,0,"338,873",128,72,0,0,0,199
Africa,GNB,Guinea-Bissau,Africa,10,1,0,0,0,11,"96,701","249,439",0,0,0,"346,140",202,75,0,0,0,277,8,1,0,0,0,9,"35,865","71,632",0,0,0,"107,497",75,19,0,0,0,94
Africa,GNQ,Equatorial Guinea,Africa,9,0,0,0,0,9,"174,423",0,0,0,0,"174,423",212,0,0,0,0,212,3,0,0,0,0,3,"14,190",0,0,0,0,"14,190",23,0,0,0,0,23
Africa,KEN,Kenya,Africa,63,8,0,1,0,72,"1,749,231","1,440,270",0,"3,054,193",0,"6,243,694","1,764",765,0,"1,198",0,"3,727",2,1,0,0,0,3,"7,931","110,114",0,0,0,"118,045",9,4,0,0,0,13
Africa,LBR,Liberia,Africa,11,5,0,0,0,16,"372,160","704,536",0,0,0,"1,076,696",184,152,0,0,0,337,1,4,0,0,0,5,"10,869","495,560",0,0,0,"506,429",12,92,0,0,0,105
Africa,LBY,Libyan Arab Jamahiriya,Africa,24,3,2,1,0,30,"871,039","355,505","1,168,185","2,109,848",0,"4,504,577","3,962",916,"2,420","2,418",0,"9,716",8,0,2,1,0,11,"90,517",0,"294,913","390,792",0,"776,222",754,0,679,654,0,"2,086"
Africa,LSO,Lesotho,Africa,11,2,0,0,0,13,"220,672","336,748",0,0,0,"557,420",420,225,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,MAR,Morocco (includes Western Sahara),Africa,39,24,5,0,1,69,"1,994,633","5,067,241","3,526,157",0,"5,964,130","16,552,161","3,384","4,138","1,974",0,"1,784","11,280",5,8,2,0,1,16,"47,659","384,311","126,596",0,"1,495,169","2,053,735",80,357,61,0,276,775
Africa,MDG,Madagascar,Africa,69,0,0,1,0,70,"1,720,345",0,0,"1,356,019",0,"3,076,364","1,398",0,0,416,0,"1,814",21,0,0,0,0,21,"332,018",0,0,0,0,"332,018",231,0,0,0,0,231
Africa,MLI,Mali,Africa,99,3,0,1,0,103,"1,363,191","319,960",0,"1,038,743",0,"2,721,894","2,368",235,0,564,0,"3,168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,MOZ,Mozambique,Africa,61,7,0,1,0,69,"1,866,971","1,743,723",0,"1,770,351",0,"5,381,045","1,737",654,0,324,0,"2,716",14,4,0,1,0,19,"211,212","662,523",0,"389,657",0,"1,263,392",159,260,0,51,0,470
Africa,MRT,Mauritania,Africa,12,1,0,0,0,13,"144,486","218,826",0,0,0,"363,312",299,278,0,0,0,577,3,1,0,0,0,4,"27,364","215,051",0,0,0,"242,415",44,273,0,0,0,317
Africa,MUS,Mauritius,SIS,3,0,1,0,0,4,"105,915",0,"812,723",0,0,"918,638",270,0,941,0,0,"1,211",2,0,1,0,0,3,"5,529",0,"83,786",0,0,"89,315",4,0,86,0,0,90
Africa,MWI,Malawi,Africa,28,1,2,0,0,31,"562,088","101,937","1,229,593",0,0,"1,893,618",846,116,837,0,0,"1,799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,MYT,Mayotte,SIS,2,0,0,0,0,2,"95,655",0,0,0,0,"95,655",34,0,0,0,0,34,2,0,0,0,0,2,"19,737",0,0,0,0,"19,737",4,0,0,0,0,4
Africa,NAM,Namibia,Africa,14,1,0,0,0,15,"366,552","213,669",0,0,0,"580,221","1,325",408,0,0,0,"1,732",2,0,0,0,0,2,"37,633",0,0,0,0,"37,633",75,0,0,0,0,75
Africa,NER,Niger,Africa,35,7,0,0,0,42,"1,009,125","910,780",0,0,0,"1,919,905","1,112",521,0,0,0,"1,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,NGA,Nigeria,Africa,43,66,10,6,1,126,"2,591,181","13,442,539","6,760,612","9,601,643","7,455,320","39,851,295","2,161","6,096","2,654","2,592","1,363","14,867",3,5,0,0,1,9,"103,684","778,376",0,0,"3,640,918","4,522,978",42,158,0,0,620,820
Africa,REU,Reunion,Africa,12,1,0,0,0,13,"290,030","161,842",0,0,0,"451,872",266,140,0,0,0,406,7,0,0,0,0,7,"91,950",0,0,0,0,"91,950",83,0,0,0,0,83
Africa,RWA,Rwanda,Africa,4,1,0,0,0,5,"184,985","312,533",0,0,0,"497,518",122,120,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,SDN,Sudan,Africa,37,22,0,1,0,60,"1,566,236","4,887,472",0,"3,700,810",0,"10,154,518","1,846","2,502",0,"1,573",0,"5,921",1,1,0,0,0,2,"68,211","231,348",0,0,0,"299,559",4,26,0,0,0,29
Africa,SEN,Senegal,Africa,34,7,0,1,0,42,"814,064","1,125,260",0,"2,409,979",0,"4,349,303",643,713,0,297,0,"1,653",11,5,0,1,0,17,"177,894","535,907",0,"1,489,446",0,"2,203,247",110,312,0,141,0,563
Africa,SHN,Saint Helena,SIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,SLE,Sierra Leone,Africa,35,0,1,0,0,36,"611,020",0,"802,567",0,0,"1,413,587",737,0,91,0,0,828,8,0,1,0,0,9,"40,785",0,"140,274",0,0,"181,059",52,0,18,0,0,70
Africa,SOM,Somalia,Africa,3,3,0,1,0,7,"203,738","765,446",0,"1,093,811",0,"2,062,995",54,56,0,171,0,280,2,0,0,1,0,3,"32,729",0,0,"46,459",0,"79,188",21,0,0,4,0,24
Africa,STP,Sao Tome and Principe,SIS,1,0,0,0,0,1,"54,421",0,0,0,0,"54,421",47,0,0,0,0,47,1,0,0,0,0,1,"19,338",0,0,0,0,"19,338",16,0,0,0,0,16
Africa,SWZ,Swaziland,Africa,5,1,0,0,0,6,"64,860","148,299",0,0,0,"213,159",284,584,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,SYC,Seychelles,SIS,1,0,0,0,0,1,"53,719",0,0,0,0,"53,719",120,0,0,0,0,120,1,0,0,0,0,1,"6,755",0,0,0,0,"6,755",15,0,0,0,0,15
Africa,TCD,Chad,Africa,37,0,1,0,0,38,"1,059,292",0,"618,053",0,0,"1,677,345",962,0,177,0,0,"1,139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,TGO,Togo,Africa,31,0,1,0,0,32,"558,996",0,"893,945",0,0,"1,452,941","1,223",0,271,0,0,"1,493",2,0,1,0,0,3,"24,557",0,"343,028",0,0,"367,585",60,0,122,0,0,182
Africa,TUN,Tunisia,Africa,48,8,1,1,0,58,"1,979,560","1,302,191","599,301","2,099,075",0,"5,980,127","4,351","2,098",997,"1,928",0,"9,375",16,3,1,1,0,21,"257,720","232,351","158,894","592,817",0,"1,241,782",579,362,264,413,0,"1,619"
Africa,TZA,United Rep. of Tanzania,Africa,26,25,3,1,0,55,"1,207,688","5,849,613","1,816,958","2,419,945",0,"11,294,204",827,"1,728",259,546,0,"3,360",3,3,0,1,0,7,"41,672","152,705",0,"302,668",0,"497,045",19,17,0,68,0,105
Africa,UGA,Uganda,Africa,42,4,0,1,0,47,"699,082","548,763",0,"1,613,494",0,"2,861,339",546,351,0,563,0,"1,459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,ZAF,South Africa,Africa,167,28,0,3,1,199,"3,907,771","6,197,733",0,"7,449,013","7,994,775","25,549,292","15,681","14,864",0,"6,155","7,841","44,542",7,4,0,3,0,14,"19,669","4,743",0,"409,364",0,"433,776",50,84,0,185,0,319
Africa,ZMB,Zambia,Africa,28,6,0,1,0,35,"742,091","1,592,382",0,"1,359,351",0,"3,693,824","1,982","1,417",0,935,0,"4,334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,ZWE,Zimbabwe,Africa,17,4,0,2,0,23,"594,145","657,291",0,"3,418,071",0,"4,669,507","1,773","1,163",0,"1,999",0,"4,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,AFG,Afghanistan,Asia,28,5,1,1,0,35,"563,290","958,606","701,778","2,095,631",0,"4,319,305","1,191",646,4,81,0,"1,922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,ARE,United Arab Emirates,Asia,3,0,0,1,0,4,"160,289",0,0,"1,969,830",0,"2,130,119","1,305",0,0,"6,297",0,"7,602",3,0,0,1,0,4,"37,051",0,0,"500,896",0,"537,947",304,0,0,"1,359",0,"1,664"
Asia,ARM,Armenia,Europe,29,3,0,1,0,33,"554,109","496,034",0,"1,651,491",0,"2,701,634",573,423,0,594,0,"1,590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,AZE,Azerbaijan,Europe,19,7,0,1,0,27,"780,448","1,384,449",0,"2,079,787",0,"4,244,684","2,083","2,444",0,"1,597",0,"6,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,BGD,Bangladesh,Asia,84,35,8,2,1,130,"4,198,524","7,198,842","5,332,889","4,153,256","9,804,932","30,688,443","2,976","3,234","1,704",990,"1,282","10,185",52,18,5,2,1,78,"2,003,932","2,626,141","2,313,995","3,316,631","5,162,157","15,422,856","1,374","1,045",655,710,734,"4,517"
Asia,BHR,Bahrain,Asia,2,0,1,0,0,3,"93,704",0,"503,343",0,0,"597,047",23,0,510,0,0,533,2,0,1,0,0,3,"93,704",0,"359,042",0,0,"452,746",23,0,220,0,0,243
Asia,BRN,Brunei Darussalam,Asia,0,1,0,0,0,1,0,"222,177",0,0,0,"222,177",0,"1,117",0,0,0,"1,117",0,1,0,0,0,1,0,"24,916",0,0,0,"24,916",0,256,0,0,0,256
Asia,BTN,Bhutan,Asia,5,0,0,0,0,5,"149,055",0,0,0,0,"149,055",206,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,CHN,China,Asia,"3,224",475,43,56,5,"3,803","123,119,150","83,163,890","32,012,036","125,046,739","60,377,211","423,719,026","121,016","44,367","21,090","55,697","19,071","261,241",325,94,14,22,4,459,"8,715,440","11,227,371","4,408,175","20,991,471","32,902,310","78,244,767","7,623","4,696","2,469","8,460","10,009","33,256"
Asia,CYP,Cyprus,SIS,1,3,0,0,0,4,"50,475","619,830",0,0,0,"670,305",246,"2,050",0,0,0,"2,296",0,3,0,0,0,3,0,"54,249",0,0,0,"54,249",0,177,0,0,0,177
Asia,GEO,Georgia,Europe,42,5,0,1,0,48,"765,003","876,783",0,"1,421,659",0,"3,063,445","1,679",979,0,784,0,"3,441",7,2,0,0,0,9,"76,537","154,376",0,0,0,"230,913",108,52,0,0,0,159
Asia,HKG,Hong Kong,Asia,0,1,0,2,0,3,0,"344,890",0,"5,439,870",0,"5,784,760",0,5,0,763,0,769,0,1,0,2,0,3,0,"113,004",0,"739,437",0,"852,441",0,2,0,103,0,104
Asia,IDN,Indonesia,Asia,146,65,10,14,3,238,"6,994,556","13,966,695","7,343,774","21,792,655","31,268,894","81,366,574","6,078","8,557","3,398","8,047","6,319","32,398",73,28,6,9,2,118,"1,729,205","1,920,331","1,940,128","6,914,883","10,200,513","22,705,060","1,542","1,610",938,"2,451","1,633","8,174"
Asia,IND,India,Asia,"2,275",388,41,26,6,"2,736","73,597,097","77,735,697","29,834,664","54,608,642","65,470,732","301,246,832","85,847","59,173","19,856","25,891","13,757","204,524",107,50,11,4,3,175,"2,537,862","5,195,243","1,768,193","3,855,718","18,176,783","31,533,799","2,770","3,045","1,291","1,435","2,894","11,435"
Asia,IRN,Iran,Asia,80,46,5,5,1,137,"4,583,525","9,048,918","3,710,610","10,123,280","12,449,130","39,915,463","14,454","18,733","6,835","14,113","5,843","59,978",5,4,1,0,0,10,"120,133","592,951","10,680",0,0,"723,764",414,961,44,0,0,"1,418"
Asia,IRQ,Iraq,Asia,2,11,7,0,1,21,"155,085","3,493,844","5,630,270",0,"6,337,758","15,616,957",190,"2,849","4,814",0,"2,016","9,869",1,1,2,0,0,4,"81,249","408,510","1,149,216",0,0,"1,638,975",128,331,"1,304",0,0,"1,762"
Asia,ISR,Israel,Asia,3,2,0,1,0,6,"80,207","326,887",0,"4,611,058",0,"5,018,152",386,187,0,"5,588",0,"6,161",0,0,0,1,0,1,0,0,0,"300,675",0,"300,675",0,0,0,219,0,219
Asia,JOR,Jordan,Asia,10,1,0,1,0,12,"369,086","495,624",0,"2,889,109",0,"3,753,819","1,241",324,0,"1,464",0,"3,028",1,0,0,0,0,1,839,0,0,0,0,839,3,0,0,0,0,3
